Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00008810,Toothbrush 4000,2022-12-05 02:10:38.367721200,41,5,gl44xb,gl44xb,1,Dispatched,2022-12-05 09:31:16.402746000,Delivered,2022-12-06 06:54:46.139756400
BRU00009645,Toothbrush 4000,2022-12-04 17:35:53.686196400,37,4,eh53nr,eh53nr,1,Order Received,2022-12-04 17:48:25.379530800,,
BRU00009517,Toothbrush 4000,2022-12-05 01:53:03.748864000,30,1,e181ej,e181ej,1,Order Received,2022-12-05 02:04:35.291713600,,
BRU00009576,Toothbrush 2000,2022-12-05 11:41:36.936776000,54,6,cv212dn,cv212dn,1,Order Received,2022-12-05 11:54:22.378575200,,
BRU00009670,Toothbrush 4000,2022-12-05 09:50:01.437614400,17,2,gy68yh,gy68yh,1,Order Received,2022-12-05 10:02:48.560696400,,
BRU00009021,Toothbrush 4000,2022-12-05 00:07:09.669221600,28,5,ig119dj,ig119dj,1,Order Received,2022-12-05 00:19:48.750116000,,
BRU00008693,Toothbrush 2000,2022-12-04 17:33:23.204114000,73,9,bh37lx,bh37lx,1,Order Received,2022-12-04 17:45:40.964688800,,
BRU00008712,Toothbrush 4000,2022-12-04 20:06:44.001272800,37,5,dn57tu,dn57tu,1,Order Received,2022-12-04 20:18:37.077832000,,
BRU00008855,Toothbrush 2000,2022-12-04 13:02:44.319853600,81,2,b781hu,b781hu,1,Order Confirmed,2022-12-04 14:20:07.793972800,,
BRU00009225,Toothbrush 2000,2022-12-05 12:31:33.522871600,79,4,ab422ul,ab422ul,1,Order Received,2022-12-05 12:42:55.170739600,,
BRU00009532,Toothbrush 4000,2022-12-05 17:03:44.046095200,29,2,gl39ew,gl39ew,1,Order Received,2022-12-05 17:14:51.088774000,,
BRU00008789,Toothbrush 2000,2022-12-04 15:53:34.242331200,57,6,ct169sy,ct169sy,1,Dispatched,2022-12-04 22:42:55.275364800,Delivered,2022-12-05 22:45:36.192492
BRU00009057,Toothbrush 4000,2022-12-05 05:04:12.646747600,29,6,ab118jw,ab118jw,1,Order Confirmed,2022-12-05 06:10:29.484682000,,
BRU00009404,Toothbrush 4000,2022-12-05 03:17:21.599876400,28,3,hd59ba,hd59ba,1,Order Confirmed,2022-12-05 04:44:25.159221600,,
BRU00009304,Toothbrush 2000,2022-12-04 18:23:20.768423600,90,4,cm33lj,cm33lj,1,Order Received,2022-12-04 18:35:08.091974000,,
BRU00009194,Toothbrush 4000,2022-12-05 12:22:50.222807600,21,9,bb31pu,bb31pu,1,Order Confirmed,2022-12-05 13:22:15.171800000,,
BRU00009043,Toothbrush 2000,2022-12-05 08:01:51.297061600,82,4,b955ne,b955ne,1,Order Received,2022-12-05 08:13:59.732880400,,
BRU00008830,Toothbrush 2000,2022-12-05 08:47:36.107213600,82,6,b152nl,b152nl,1,Order Received,2022-12-05 09:00:27.677865200,,
BRU00009035,Toothbrush 4000,2022-12-04 18:30:36.556436800,27,9,im94bj,im94bj,1,Dispatched,2022-12-05 02:34:24.525626800,In Transit,2022-12-05 03:26:33.690385600
BRU00008811,Toothbrush 4000,2022-12-04 17:58:02.014154400,32,8,ch418da,ch418da,1,Dispatched,2022-12-05 01:49:49.612216800,In Transit,2022-12-05 03:08:27.911277600
BRU00009271,Toothbrush 4000,2022-12-05 19:37:32.408100800,24,5,cv219sq,cv219sq,1,Order Confirmed,2022-12-05 20:27:59.493819200,,
BRU00008814,Toothbrush 2000,2022-12-05 02:37:52.031754000,82,9,ex172dg,ex172dg,1,Order Confirmed,2022-12-05 03:32:14.461150800,,
BRU00008858,Toothbrush 2000,2022-12-04 10:47:43.110268400,92,6,ha02ha,ha02ha,1,Order Received,2022-12-04 11:00:12.747549200,,
BRU00008968,Toothbrush 4000,2022-12-05 11:29:52.256614000,35,9,fk102nj,fk102nj,1,Order Received,2022-12-05 11:42:32.899231600,,
BRU00008741,Toothbrush 2000,2022-12-05 04:39:56.556989200,68,9,hd45dw,hd45dw,1,Dispatched,2022-12-05 12:00:25.768637200,Delivered,2022-12-06 18:08:32.946924400
BRU00008829,Toothbrush 2000,2022-12-05 04:52:55.873494000,74,1,bs219dn,bs219dn,1,Order Received,2022-12-05 05:04:54.185662800,,
BRU00009025,Toothbrush 2000,2022-12-05 00:17:27.873130800,78,7,al40nw,al40nw,1,Dispatched,2022-12-05 08:30:20.406066000,Delivered,2022-12-06 15:57:53.646453600
BRU00009265,Toothbrush 2000,2022-12-05 05:10:56.032836000,72,2,ct154je,ct154je,1,Dispatched,2022-12-05 11:44:29.677194000,Delivered,2022-12-06 14:39:35.946555600
BRU00009375,Toothbrush 4000,2022-12-05 01:17:23.372684000,23,9,co108dl,co108dl,1,Order Confirmed,2022-12-05 03:04:25.543018400,,
BRU00009508,Toothbrush 2000,2022-12-04 16:51:14.697192800,56,8,e11rf,e11rf,1,Order Confirmed,2022-12-04 18:12:12.242388800,,
BRU00008765,Toothbrush 4000,2022-12-05 14:10:13.847695200,16,2,dn57rt,dn57rt,1,Dispatched,2022-12-05 21:49:28.680429600,Delivered,2022-12-06 18:08:14.526793200
BRU00009618,Toothbrush 4000,2022-12-05 03:48:46.469663200,27,3,ch36rl,ch36rl,1,Order Confirmed,2022-12-05 05:02:18.976400800,,
BRU00008847,Toothbrush 4000,2022-12-05 02:30:15.257284400,24,5,bb96qz,bb96qz,1,Dispatched,2022-12-05 10:23:41.380622000,Delivered,2022-12-06 07:07:06.947888
BRU00008700,Toothbrush 2000,2022-12-04 16:45:42.865618000,75,4,dh78hd,dh78hd,1,Order Confirmed,2022-12-04 17:48:34.073341600,,
BRU00008795,Toothbrush 4000,2022-12-05 02:56:26.059340000,34,9,gy80nj,gy80nj,1,Order Received,2022-12-05 03:08:18.891862400,,
BRU00008909,Toothbrush 2000,2022-12-05 07:42:42.297462000,62,7,bn21gr,bn21gr,1,Dispatched,2022-12-05 14:13:49.337997600,Delivered,2022-12-06 20:27:10.309323600
BRU00009500,Toothbrush 4000,2022-12-05 01:40:39.193860800,8,8,eh458lu,eh458lu,1,Dispatched,2022-12-05 09:16:48.752512400,Delivered,2022-12-06 17:50:35.569947200
BRU00009077,Toothbrush 4000,2022-12-04 09:27:25.035742000,16,8,b311nx,b311nx,1,Order Confirmed,2022-12-04 10:46:28.402621600,,
BRU00009317,Toothbrush 4000,2022-12-05 00:52:24.550828800,23,2,dl56pz,dl56pz,1,Order Confirmed,2022-12-05 01:52:07.748516400,,
BRU00008940,Toothbrush 4000,2022-12-05 01:45:51.890605600,23,3,hx77ex,hx77ex,1,Order Received,2022-12-05 01:57:51.412360000,,
BRU00009439,Toothbrush 4000,2022-12-05 14:24:17.137554000,14,7,en64ql,en64ql,1,Dispatched,2022-12-05 20:53:13.168981200,Delivered,2022-12-07 01:10:06.707091600
BRU00009250,Toothbrush 2000,2022-12-04 14:38:48.470749600,70,3,bh13rh,bh13rh,1,Order Confirmed,2022-12-04 15:37:54.715787200,,
BRU00008904,Toothbrush 2000,2022-12-04 19:19:03.363590799,64,5,cb226rz,cb226rz,1,Order Confirmed,2022-12-04 20:17:52.163784399,,
BRU00008867,Toothbrush 2000,2022-12-04 11:45:06.380727200,71,1,ab314hy,ab314hy,1,Dispatched,2022-12-04 17:59:20.715321200,Delivered,2022-12-05 22:46:37.987223600
BRU00009101,Toothbrush 4000,2022-12-04 23:53:34.614766000,22,2,cm20sb,cm20sb,1,Dispatched,2022-12-05 06:39:09.557316400,Delivered,2022-12-06 08:57:30.905834800
BRU00008843,Toothbrush 2000,2022-12-04 18:46:01.480512400,66,6,cm13na,cm13na,1,Order Confirmed,2022-12-04 19:40:13.927084000,,
BRU00009099,Toothbrush 4000,2022-12-05 04:31:00.956158000,30,7,gu321rb,gu321rb,1,Order Received,2022-12-05 04:43:24.579919600,,
BRU00009385,Toothbrush 4000,2022-12-05 15:13:32.941291200,22,5,bd200af,bd200af,1,Dispatched,2022-12-05 22:05:35.259145200,Delivered,2022-12-06 22:56:48.488644800
BRU00008864,Toothbrush 2000,2022-12-04 14:53:50.391555200,86,7,dy104nu,dy104nu,1,Order Received,2022-12-04 15:05:41.418911600,,
BRU00009322,Toothbrush 4000,2022-12-05 01:29:19.213949600,34,5,g743ty,g743ty,1,Order Received,2022-12-05 01:41:00.318280400,,
BRU00009600,Toothbrush 2000,2022-12-05 04:51:04.314098000,81,8,b201ag,b201ag,1,Dispatched,2022-12-05 11:42:07.509044000,Delivered,2022-12-06 22:18:42.716338400
BRU00009535,Toothbrush 4000,2022-12-04 21:55:07.235055200,31,8,br87de,br87de,1,Order Received,2022-12-04 22:06:55.137093200,,
BRU00009650,Toothbrush 4000,2022-12-05 12:15:32.447540000,15,2,e26px,e26px,1,Order Confirmed,2022-12-05 13:38:29.641907600,,
BRU00008962,Toothbrush 2000,2022-12-05 05:05:20.109054800,82,7,hd45us,hd45us,1,Dispatched,2022-12-05 11:54:53.515842800,Delivered,2022-12-06 14:15:18.466170800
BRU00008901,Toothbrush 2000,2022-12-05 08:01:15.469699600,70,2,cv349rq,cv349rq,1,Order Received,2022-12-05 08:14:09.191585200,,
BRU00009434,Toothbrush 2000,2022-12-04 23:36:39.448065200,77,5,g409ax,g409ax,1,Order Received,2022-12-04 23:48:31.359754400,,
BRU00009246,Toothbrush 2000,2022-12-04 10:54:06.517187600,60,1,ch472by,ch472by,1,Order Received,2022-12-04 11:06:33.392274800,,
BRU00009242,Toothbrush 2000,2022-12-05 10:10:29.194639600,58,7,dg73jj,dg73jj,1,Order Received,2022-12-05 10:22:19.359580000,,
BRU00009514,Toothbrush 4000,2022-12-05 04:05:48.694064800,18,8,br51bg,br51bg,1,Order Received,2022-12-05 04:18:19.536762400,,
BRU00009349,Toothbrush 2000,2022-12-04 18:30:15.751498799,71,8,e162bz,e162bz,1,Order Confirmed,2022-12-04 20:02:51.901145999,,
BRU00009602,Toothbrush 2000,2022-12-05 04:31:12.009530400,73,9,dh98nl,dh98nl,1,Order Received,2022-12-05 04:43:24.110584800,,
BRU00009230,Toothbrush 4000,2022-12-05 10:25:02.534790000,24,1,ch22wf,ch22wf,1,Order Confirmed,2022-12-05 11:27:06.135786000,,
BRU00009196,Toothbrush 2000,2022-12-05 10:06:51.670578000,72,4,fy51bu,fy51bu,1,Order Received,2022-12-05 10:18:34.800466800,,
BRU00009668,Toothbrush 2000,2022-12-04 14:39:50.627696800,64,3,ch51as,ch51as,1,Order Received,2022-12-04 14:52:54.887992000,,
BRU00009459,Toothbrush 2000,2022-12-04 20:20:04.055842000,95,3,bh211ue,bh211ue,1,Dispatched,2022-12-05 03:29:21.048655600,In Transit,2022-12-05 04:21:50.436144400
BRU00009259,Toothbrush 2000,2022-12-05 05:40:48.263346800,81,2,b633qq,b633qq,1,Order Confirmed,2022-12-05 06:40:32.156745200,,
BRU00009337,Toothbrush 2000,2022-12-04 11:15:40.181975200,59,4,gu307ee,gu307ee,1,Dispatched,2022-12-04 17:48:04.700324800,Delivered,2022-12-06 01:36:52.038704800
BRU00009009,Toothbrush 2000,2022-12-05 02:36:27.690272000,64,8,gu350ht,gu350ht,1,Order Received,2022-12-05 02:48:07.578558800,,
BRU00009067,Toothbrush 2000,2022-12-04 17:31:41.822786000,66,4,cm992dr,cm992dr,1,Order Received,2022-12-04 17:42:31.877205200,,
BRU00009328,Toothbrush 2000,2022-12-04 14:48:43.139285600,74,4,cb61jh,cb61jh,1,Order Confirmed,2022-12-04 15:40:05.151129200,,
BRU00008919,Toothbrush 4000,2022-12-05 14:48:07.131252000,25,2,eh125ry,eh125ry,1,Order Confirmed,2022-12-05 16:13:22.344108000,,
BRU00008986,Toothbrush 4000,2022-12-05 11:10:21.048167200,21,4,gl541hy,gl541hy,1,Order Received,2022-12-05 11:22:15.179479600,,
BRU00009062,Toothbrush 2000,2022-12-04 17:07:24.996592400,54,3,ct118lz,ct118lz,1,Order Received,2022-12-04 17:18:13.356664400,,
BRU00008801,Toothbrush 4000,2022-12-05 01:41:38.271610000,27,5,b389qr,b389qr,1,Order Confirmed,2022-12-05 02:50:22.757788000,,
BRU00009091,Toothbrush 4000,2022-12-04 22:18:45.063489200,21,3,dh22lf,dh22lf,1,Order Received,2022-12-04 22:31:15.326165600,,
BRU00008729,Toothbrush 4000,2022-12-04 19:09:39.880146800,2,5,dg73sb,dg73sb,1,Order Received,2022-12-04 19:22:04.949654000,,
BRU00009236,Toothbrush 2000,2022-12-04 12:08:14.459006000,86,3,ex328hg,ex328hg,1,Order Confirmed,2022-12-04 13:16:22.392360800,,
BRU00008861,Toothbrush 4000,2022-12-04 20:03:15.711395600,28,2,g468rw,g468rw,1,Order Confirmed,2022-12-04 20:54:09.110201600,,
BRU00009411,Toothbrush 4000,2022-12-05 12:04:38.880966000,33,5,cv82jl,cv82jl,1,Dispatched,2022-12-05 18:59:26.043918000,Delivered,2022-12-07 02:39:41.950479600
BRU00009492,Toothbrush 4000,2022-12-04 23:08:01.534858000,44,9,bn435aa,bn435aa,1,Order Received,2022-12-04 23:19:41.529611200,,
BRU00009598,Toothbrush 2000,2022-12-05 05:02:08.582515200,76,4,de655nf,de655nf,1,Order Received,2022-12-05 05:15:09.108325200,,
BRU00009314,Toothbrush 4000,2022-12-05 01:44:24.083865600,31,1,dn200qx,dn200qx,1,Order Confirmed,2022-12-05 03:18:01.590084000,,
BRU00009383,Toothbrush 4000,2022-12-04 21:35:54.019318000,34,7,al86ae,al86ae,1,Order Received,2022-12-04 21:47:40.879310800,,
BRU00008846,Toothbrush 4000,2022-12-05 13:22:24.495475200,40,3,ba51ez,ba51ez,1,Order Received,2022-12-05 13:34:05.441719200,,
BRU00008994,Toothbrush 4000,2022-12-05 02:34:41.438283200,27,6,cf104an,cf104an,1,Order Received,2022-12-05 02:47:15.433252400,,
BRU00009038,Toothbrush 2000,2022-12-05 10:03:18.295577600,75,2,eh259qh,eh259qh,1,Order Received,2022-12-05 10:13:11.704972400,,
BRU00009557,Toothbrush 2000,2022-12-05 02:17:35.599479200,61,8,b22af,b22af,1,Order Confirmed,2022-12-05 03:25:38.012698399,,
BRU00008732,Toothbrush 2000,2022-12-04 16:36:02.693764400,64,6,bd73az,bd73az,1,Order Received,2022-12-04 16:47:31.199002400,,
BRU00008782,Toothbrush 2000,2022-12-05 03:01:18.413134000,82,9,ip172qd,ip172qd,1,Order Received,2022-12-05 03:12:01.103976400,,
BRU00008973,Toothbrush 2000,2022-12-04 17:37:38.841310800,70,1,fk83uz,fk83uz,1,Order Confirmed,2022-12-04 18:43:59.901494400,,
BRU00009591,Toothbrush 2000,2022-12-04 16:22:51.230141600,63,7,cm62ra,cm62ra,1,Order Received,2022-12-04 16:33:31.651119200,,
BRU00009006,Toothbrush 4000,2022-12-05 17:35:19.019467600,26,7,de561ql,de561ql,1,Order Confirmed,2022-12-05 18:54:53.966076400,,
BRU00008833,Toothbrush 2000,2022-12-04 08:40:16.808438799,83,2,cf105er,cf105er,1,Order Confirmed,2022-12-04 09:51:33.900038799,,
BRU00008927,Toothbrush 4000,2022-12-05 10:32:21.199070400,27,9,bh235df,bh235df,1,Order Received,2022-12-05 10:43:22.503468000,,
BRU00009105,Toothbrush 4000,2022-12-04 17:05:23.670220400,20,5,dh97en,dh97en,1,Order Confirmed,2022-12-04 17:55:51.404194400,,
BRU00009214,Toothbrush 4000,2022-12-04 20:10:11.590287200,10,4,de216gw,de216gw,1,Order Received,2022-12-04 20:22:11.296055600,,
BRU00009597,Toothbrush 4000,2022-12-05 21:37:10.823305599,27,1,ch413rz,ch413rz,1,Order Received,2022-12-05 21:48:22.197014799,,
BRU00008691,Toothbrush 2000,2022-12-05 01:52:08.877447200,61,5,ex143lf,ex143lf,1,Order Received,2022-12-05 02:03:03.395823200,,
BRU00009284,Toothbrush 2000,2022-12-05 06:56:04.927644800,61,5,bs231pq,bs231pq,1,Dispatched,2022-12-05 14:17:05.558350400,Delivered,2022-12-06 13:56:04.484585600
BRU00009432,Toothbrush 4000,2022-12-05 06:12:20.335044400,27,6,g750jn,g750jn,1,Order Received,2022-12-05 06:23:57.189812800,,
BRU00008812,Toothbrush 4000,2022-12-04 20:10:19.297558400,44,8,eh224ay,eh224ay,1,Dispatched,2022-12-05 03:16:17.753140400,In Transit,2022-12-05 04:26:25.214710400
BRU00009206,Toothbrush 2000,2022-12-04 10:53:42.305756400,80,6,cm112ls,cm112ls,1,Order Confirmed,2022-12-04 11:36:25.657237200,,
BRU00009219,Toothbrush 2000,2022-12-04 20:02:47.117322800,60,4,g840la,g840la,1,Dispatched,2022-12-05 02:31:55.848012800,In Transit,2022-12-05 03:43:20.793822800
BRU00009308,Toothbrush 2000,2022-12-05 07:19:06.414141200,93,1,ch628ae,ch628ae,1,Dispatched,2022-12-05 14:41:57.816231200,Delivered,2022-12-06 14:21:11.958194
BRU00009582,Toothbrush 4000,2022-12-05 17:09:55.927415200,27,5,cm71es,cm71es,1,Order Received,2022-12-05 17:21:42.707855200,,
BRU00009603,Toothbrush 2000,2022-12-05 03:25:46.496518800,74,9,co152rb,co152rb,1,Order Received,2022-12-05 03:38:26.183419200,,
BRU00009162,Toothbrush 2000,2022-12-05 00:54:03.714682000,78,1,ch444aa,ch444aa,1,Order Confirmed,2022-12-05 02:08:34.184101600,,
BRU00009060,Toothbrush 4000,2022-12-05 01:54:08.521432000,42,5,ex52dr,ex52dr,1,Dispatched,2022-12-05 09:30:04.492401999,Delivered,2022-12-06 14:12:18.997111599
BRU00009480,Toothbrush 4000,2022-12-05 14:44:19.640167600,23,4,dl133lu,dl133lu,1,Order Received,2022-12-05 14:56:27.244109200,,
BRU00009068,Toothbrush 4000,2022-12-05 02:15:33.774703599,11,4,b95pu,b95pu,1,Dispatched,2022-12-05 10:02:19.468521999,Delivered,2022-12-06 06:19:03.876697599
BRU00009168,Toothbrush 4000,2022-12-05 16:15:25.206798000,13,8,fy29ba,fy29ba,1,Dispatched,2022-12-05 22:27:44.172699600,Delivered,2022-12-07 01:55:44.930662800
BRU00008887,Toothbrush 4000,2022-12-05 11:18:40.522441600,24,8,gl504bq,gl504bq,1,Order Received,2022-12-05 11:31:01.449547600,,
BRU00009619,Toothbrush 2000,2022-12-05 04:48:38.629558400,94,9,dd21jj,dd21jj,1,Dispatched,2022-12-05 11:12:49.443465200,Delivered,2022-12-06 10:13:38.683955600
BRU00008796,Toothbrush 2000,2022-12-04 19:52:36.349518800,96,8,bd164lq,bd164lq,1,Order Confirmed,2022-12-04 20:59:09.621392000,,
BRU00008762,Toothbrush 2000,2022-12-04 14:38:10.763800000,78,9,cw121ps,cw121ps,1,Order Confirmed,2022-12-04 15:39:44.260390000,,
BRU00009122,Toothbrush 4000,2022-12-04 21:48:03.932691200,25,7,bl16ql,bl16ql,1,Order Received,2022-12-04 22:00:18.379649600,,
BRU00009548,Toothbrush 4000,2022-12-04 22:32:26.128792800,27,8,cr36dd,cr36dd,1,Order Received,2022-12-04 22:44:41.632066800,,
BRU00009565,Toothbrush 4000,2022-12-05 09:40:20.715736800,19,9,e32ay,e32ay,1,Order Confirmed,2022-12-05 10:44:49.534155600,,
BRU00008787,Toothbrush 2000,2022-12-04 09:33:51.805512000,79,8,bl99ej,bl99ej,1,Order Confirmed,2022-12-04 10:30:57.446298000,,
BRU00009188,Toothbrush 2000,2022-12-05 00:29:57.630396400,74,1,co20dp,co20dp,1,Dispatched,2022-12-05 07:57:24.186001600,Delivered,2022-12-06 09:45:41.302968400
BRU00008799,Toothbrush 2000,2022-12-04 20:52:25.783458400,75,1,bs154xj,bs154xj,1,Dispatched,2022-12-05 03:27:13.161004000,In Transit,2022-12-05 04:29:02.995690
BRU00009664,Toothbrush 2000,2022-12-04 19:45:40.358851200,72,3,ba160tq,ba160tq,1,Order Received,2022-12-04 19:58:05.577222000,,
BRU00008886,Toothbrush 4000,2022-12-05 05:24:39.543404400,18,6,gu48qx,gu48qx,1,Order Confirmed,2022-12-05 06:28:57.294116399,,
BRU00009166,Toothbrush 2000,2022-12-05 01:56:39.809024000,100,1,cf334aj,cf334aj,1,Dispatched,2022-12-05 08:56:35.069300000,Delivered,2022-12-06 18:13:17.272756400
BRU00008988,Toothbrush 4000,2022-12-05 04:37:03.651554400,21,3,hp109uw,hp109uw,1,Order Confirmed,2022-12-05 05:31:10.657694400,,
BRU00009141,Toothbrush 4000,2022-12-05 06:25:38.140913600,38,7,dh86pg,dh86pg,1,Dispatched,2022-12-05 13:16:56.909747600,Delivered,2022-12-06 17:42:38.810055200
BRU00009420,Toothbrush 2000,2022-12-04 18:32:09.091696400,89,3,ch481xx,ch481xx,1,Order Received,2022-12-04 18:44:02.155796000,,
BRU00009484,Toothbrush 4000,2022-12-05 09:41:47.649291600,28,5,bn26wb,bn26wb,1,Order Received,2022-12-05 09:52:41.539798800,,
BRU00009033,Toothbrush 4000,2022-12-05 16:20:13.232664800,52,4,dy40la,dy40la,1,Order Confirmed,2022-12-05 17:26:49.460786000,,
BRU00008783,Toothbrush 2000,2022-12-05 00:58:13.073460800,85,1,ex395es,ex395es,1,Order Confirmed,2022-12-05 02:05:44.181742400,,
BRU00009559,Toothbrush 4000,2022-12-05 20:54:53.469800800,25,1,ca174qr,ca174qr,1,Order Received,2022-12-05 21:08:00.483451600,,
BRU00009403,Toothbrush 4000,2022-12-05 05:40:55.051920800,31,7,ch426rg,ch426rg,1,Order Confirmed,2022-12-05 06:52:14.309050400,,
BRU00009608,Toothbrush 4000,2022-12-05 11:43:16.862146000,29,4,dn227xx,dn227xx,1,Order Confirmed,2022-12-05 13:21:04.936043200,,
BRU00009370,Toothbrush 4000,2022-12-04 16:13:47.672740800,33,4,dh22sb,dh22sb,1,Dispatched,2022-12-04 23:30:11.511744000,Delivered,2022-12-06 05:47:06.997094400
BRU00008905,Toothbrush 2000,2022-12-05 06:40:03.041995600,80,2,ip28na,ip28na,1,Order Confirmed,2022-12-05 08:00:38.519148400,,
BRU00009004,Toothbrush 4000,2022-12-04 19:47:22.569173600,28,9,cf51lh,cf51lh,1,Dispatched,2022-12-05 02:06:56.430832400,In Transit,2022-12-05 03:19:33.086727200
BRU00008721,Toothbrush 4000,2022-12-05 10:25:52.759784000,33,1,bs166ty,bs166ty,1,Dispatched,2022-12-05 17:30:39.828122000,Delivered,2022-12-07 01:11:08.187656
BRU00008805,Toothbrush 2000,2022-12-04 20:16:42.426278800,59,6,bb15bt,bb15bt,1,Order Confirmed,2022-12-04 21:25:34.722030400,,
BRU00009438,Toothbrush 4000,2022-12-04 23:13:17.571286800,10,7,dn148lj,dn148lj,1,Dispatched,2022-12-05 05:48:04.594221600,Delivered,2022-12-06 04:32:53.950659600
BRU00009199,Toothbrush 2000,2022-12-05 04:42:40.113658000,76,7,bb30qd,bb30qd,1,Order Confirmed,2022-12-05 05:56:56.161592800,,
BRU00008697,Toothbrush 4000,2022-12-04 23:15:46.651819600,13,1,hu31ab,hu31ab,1,Order Confirmed,2022-12-04 23:57:29.998853200,,
BRU00009149,Toothbrush 4000,2022-12-05 02:37:00.084830000,26,7,cf371qx,cf371qx,1,Order Confirmed,2022-12-05 03:41:08.267321600,,
BRU00009458,Toothbrush 2000,2022-12-04 18:04:27.142878400,54,9,dd96jr,dd96jr,1,Order Confirmed,2022-12-04 19:24:16.328974000,,
BRU00008977,Toothbrush 4000,2022-12-05 08:06:59.808187600,26,8,dg111jf,dg111jf,1,Dispatched,2022-12-05 14:49:22.235496400,Delivered,2022-12-06 13:53:22.369432
BRU00009170,Toothbrush 4000,2022-12-04 23:44:39.037143200,8,4,cr36te,cr36te,1,Order Confirmed,2022-12-05 00:55:46.900172000,,
BRU00009408,Toothbrush 4000,2022-12-05 07:55:01.243873600,26,1,de557jy,de557jy,1,Order Received,2022-12-05 08:07:19.269703600,,
BRU00009235,Toothbrush 2000,2022-12-04 19:43:50.631448000,81,3,ex44fg,ex44fg,1,Order Confirmed,2022-12-04 20:44:49.181372800,,
BRU00009636,Toothbrush 2000,2022-12-04 18:05:07.954004400,61,8,g735rb,g735rb,1,Order Confirmed,2022-12-04 19:01:45.627294000,,
BRU00008744,Toothbrush 4000,2022-12-05 14:39:37.984657999,25,8,gl194dy,gl194dy,1,Dispatched,2022-12-05 22:09:41.967237199,Delivered,2022-12-07 04:26:25.488401599
BRU00009083,Toothbrush 2000,2022-12-04 13:15:25.362490800,103,2,da146ax,da146ax,1,Order Confirmed,2022-12-04 14:02:44.563950000,,
BRU00009133,Toothbrush 2000,2022-12-05 03:48:36.198071600,82,4,g522dr,g522dr,1,Order Received,2022-12-05 04:01:32.314011200,,
BRU00009623,Toothbrush 4000,2022-12-05 06:28:24.552775200,18,3,dh23jq,dh23jq,1,Order Received,2022-12-05 06:39:51.850148400,,
BRU00009034,Toothbrush 4000,2022-12-04 15:09:20.149218400,24,2,bn208qx,bn208qx,1,Dispatched,2022-12-04 21:43:06.999859600,Delivered,2022-12-05 21:43:39.882882400
BRU00008780,Toothbrush 4000,2022-12-05 10:59:08.941943200,29,1,al40gq,al40gq,1,Dispatched,2022-12-05 18:21:51.417887200,Delivered,2022-12-06 22:49:13.545920800
BRU00009012,Toothbrush 4000,2022-12-04 22:12:24.686988400,29,3,dh46tx,dh46tx,1,Order Confirmed,2022-12-04 23:23:26.287615600,,
BRU00009084,Toothbrush 2000,2022-12-04 10:07:37.312509200,52,2,e125hl,e125hl,1,Order Confirmed,2022-12-04 11:18:24.467279600,,
BRU00009017,Toothbrush 2000,2022-12-04 17:47:24.274696800,64,6,bn27gd,bn27gd,1,Order Received,2022-12-04 17:59:09.639760800,,
BRU00008704,Toothbrush 4000,2022-12-05 04:02:30.424234800,46,6,g412eg,g412eg,1,Order Received,2022-12-05 04:14:58.483506000,,
BRU00008959,Toothbrush 4000,2022-12-05 03:58:18.597498400,29,9,b94bx,b94bx,1,Order Received,2022-12-05 04:09:38.267530000,,
BRU00009394,Toothbrush 4000,2022-12-05 02:39:13.967857200,19,9,eh44dy,eh44dy,1,Order Confirmed,2022-12-05 03:38:46.249452000,,
BRU00008954,Toothbrush 2000,2022-12-04 13:57:28.736022400,89,5,cr02sf,cr02sf,1,Order Received,2022-12-04 14:07:44.325082000,,
BRU00008806,Toothbrush 2000,2022-12-05 05:19:49.952516000,76,3,ch75fb,ch75fb,1,Order Received,2022-12-05 05:32:59.398755200,,
BRU00008824,Toothbrush 4000,2022-12-05 01:51:01.877219600,30,8,ha61bp,ha61bp,1,Order Confirmed,2022-12-05 02:40:22.634705600,,
BRU00008928,Toothbrush 2000,2022-12-05 11:40:11.332747600,80,9,bn15az,bn15az,1,Dispatched,2022-12-05 18:33:18.334012000,Delivered,2022-12-06 22:23:25.015304800
BRU00009120,Toothbrush 2000,2022-12-04 15:24:52.315011200,84,1,ig95tf,ig95tf,1,Order Received,2022-12-04 15:36:55.228822400,,
BRU00009213,Toothbrush 4000,2022-12-05 17:21:19.828954000,19,3,bd89lt,bd89lt,1,Order Received,2022-12-05 17:33:55.960044400,,
BRU00008715,Toothbrush 2000,2022-12-05 13:55:24.709256800,76,9,ex28uh,ex28uh,1,Dispatched,2022-12-05 21:10:47.581860400,Delivered,2022-12-07 11:16:42.772012
BRU00009483,Toothbrush 2000,2022-12-05 06:52:55.096579200,103,8,ex122la,ex122la,1,Dispatched,2022-12-05 13:43:08.175014400,Delivered,2022-12-06 15:02:13.974036
BRU00008755,Toothbrush 2000,2022-12-05 04:56:38.677886400,69,4,ca66pp,ca66pp,1,Dispatched,2022-12-05 12:20:51.410535600,Delivered,2022-12-06 17:17:57.734670
BRU00008999,Toothbrush 2000,2022-12-04 15:30:50.603248800,89,6,cv213ph,cv213ph,1,Order Confirmed,2022-12-04 16:42:55.963058400,,
